,label,text
29171,Handelsvermittler Und -vertreter,Brendelberger Modeagentur
2589,Apotheken,Apotheken - Mevlüt-kämpfer-apotheke
54391,Vereine,Landsmannschaft Schlesien E.v. Kunze
57842,Vermittlungen,"Walter Böning Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau"
55837,Vermittlungen,"A.a.a.allround Dienstleistungen, Ausführung U. Vermittlung, Notd. Tag+nacht Gmbh Schädlingsbekämpfung Jentsch"
56895,Vermittlungen,"Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Solaranlagenbau Ewald"
13173,Dienstleistungen,Tss-truck Service Schwerin Gmbh Co. Kg
51898,Unternehmensberatungen,Selb Consulting Gmbh
49847,Unternehmensberatungen,"Hcf - Handel, Consulting, Fachdienste Gmbh Softwareentwickler"
33834,Maler,Gunter Hermann Malereibetrieb Marotzke Gmbh
25064,Friseure,Thomas Hof Essanelle Ihr Friseur - Essanelle Hair Group Ag Friseursalon
32453,Hotels,Karl Eggert Hotels - Waizenegger Hotel
39450,Restaurants,"Gaststätten, Restaurants - Valerijus Inh. Mathusek Gerhart"
11763,Dienstleistungen,Kugel Dienstleistungen Gmbh
60618,Versicherungsvermittler,Torsten Plötz Sielaff Versicherungen Und Finanzierungen
16490,Elektriker,Elektro Gensinger Elektro
62079,Werbeagenturen,Johannes Osterloh Sew Werbedesign Gmbh Werbeagentur
3089,Apotheken,Eleftheriosn Apotheke Pächterin Nicola K.-heinzes
40062,Restaurants,Knaak Weidemann
33762,Maler,Gieseler Dominikus Gmbh Maler Und Lackierer
62837,Werbeagenturen,Seiler Werbung Inh. Heinz-joachimika Kontek
2433,Apotheken,Apotheken - Eulen Apotheke Apotheker Mirsad Stange
47677,Tiefbau,"Ulfertes, Paul Bauunternehmen Gmbh"
36748,Physiotherapie,Kless Physiotherapie
62415,Werbeagenturen,Michael Püschel Kullack Creativstudio Werbeagentur Ind.fotostudio
18170,Elektriker,Msr Elektro-anlagen Gmbh
55156,Vereine,Sozialpädagogischer Verein Zur Familienergänzenden Erziehung E.v. Lücking
9690,Dienstleistungen,Aboq Gmbh Verlagsdienstleistungen Wedel
53242,Vereine,Der Weg E.v.
33008,Hotels,Van Der Valk Hotel Mühl
21216,Friseure,Antretter Haarstudio
32817,Hotels,Schloss Beichlingen
28422,Gebrauchtwagen,Pfeiffer Autohaus Gmbh
61590,Werbeagenturen,Econsor Ug (haftungsbeschränkt) Werbeagentur Kopp
22315,Friseure,Friseur Seyboth Buß
58468,Versicherungsvermittler,Debeka Versichern Bausparen Sevicebüro Für Versicherungen
50803,Unternehmensberatungen,Manfred Kusch Brox Consult Ing. Büro F. Geotechnik
29114,Handelsvermittler Und -vertreter,Bernd Schwalm Mäc Geiz Handelsges. Mbh
57585,Vermittlungen,Otto Hülsmann Straßenverkehr Auskunft Zu Kfz-zulassungsstelle Stva.de E.k. Auskunftsdienst
19362,Elektrotechnik,Dirk Scheer Exad Electronic Gmbh
37,Allgemeinärzte,Andreas Anders Oelsen Fachärztin Für Allgemeinmedizin Dr.
63124,Werbeagenturen,Wassner Werbeagentur Dahms
62446,Werbeagenturen,Msh & More Werbeagentur Gmbh Kuntz
60662,Versicherungsvermittler,Vendt Gothaer Versicherung
53142,Vereine,Bsc Rapid Chemnitz E.v.
37435,Physiotherapie,Praxis Für Krankengymnastik Afchar U. Lange Physiotherapie
10847,Dienstleistungen,Friedhelm Harrer Eyeti Systems + Solutions Gmbh & Co. Kg
61140,Werbeagenturen,Aici Compact Werbeagentur Reuß
50451,Unternehmensberatungen,Kjp Consulting Gmbh
57356,Vermittlungen,"Jürgen Schaffer Elektro A-z & Notdienst, Alarm-, Photovoltaik-/solarstrom-, Sat-, Sprechanlagen E.k. Solaranlagenbau"
13726,Edv,Blueend Web: Applications Ag It-lösungen Ewert
53195,Vereine,Circolo Sardo 4mori E.v.
60007,Versicherungsvermittler,Orben Versicherungen Und Finanzierungen Haustein
50792,Unternehmensberatungen,Majoli Consulting Gmbh
5008,Architekturbüros,Elsässer Architektin Hoyer
44123,Tiefbau,Apitz Ing.büro Bau
28132,Gebrauchtwagen,Leiber Autohaus Gmbh & Co. Kg
42592,Sanitärinstallationen,Kadlec Gmbh Heizungs- Und Sanitärinstallation
18346,Elektriker,Pothmann Elektro Seelig
51392,Unternehmensberatungen,Prax Prax-consulting
5322,Architekturbüros,Gradl Architekt Dipl.-ing.
42044,Sanitärinstallationen,Gerrits Sanitär Und Heizungen
7554,Autowerkstätten,Armin Radermacher Schlettach-auto-service Brohm
29775,Handelsvermittler Und -vertreter,Houben Industrievertretungen Ohg Heinecke
32072,Hotels,Hotels - Hotel Fohlenhof
61821,Werbeagenturen,Grimmehlenschult.werbeagentur Gmbh & Co. Kg Dahlmann
19377,Elektrotechnik,Dsl-electronic Gmbh Kropf
53243,Vereine,Der Weg-emanzipation Psychischbehinderter Und Kranker E. V.
52524,Unternehmensberatungen,Weiß & Partner Unternehmensberatung Gmbh
39329,Restaurants,"Gaststätten, Restaurants - Restaurant Eckstein"
56557,Vermittlungen,"Elektro A-z & Notdienst, Alarm-, Photovoltaik-/solarstrom-, Sat-, Sprechanlagen E.k. Solaranlagenbau Giese"
61906,Werbeagenturen,Heinz Friedel Trend-x Promotion Und Merchandising
51967,Unternehmensberatungen,Smartcompagnie Gmbh Unternehmensberatung
14203,Edv,Ehrsam Edv-service Dr. Dunkel
6123,Architekturbüros,Lang Architekten Architekturbüro
39202,Restaurants,"Gaststätten, Restaurants - Landhaus Rebstock Hotelrestaurant"
54978,Vereine,Rene Heumann Bvh E.v
25140,Friseure,Trio Hair U. Company Friseursalon
55881,Vermittlungen,"A.a.b. Absicherungen & Alarmanlagen & Bewachungen, Notrufzentrale Remus E.k. Wachdienst Englert"
34041,Maler,Hilalschmann-pappas Maler- Und Glaserbetrieb
24128,Friseure,Matthias Husmann Massilautzki Friseurteam
26093,Gebrauchtwagen,Autohaus Gernsheim Gmbh Ackermann
34030,Maler,Herzog Maler Gmbh Lackiertechnik
54345,Vereine,Krankenhausgesellschaft Meck./vorp. E.v. Kgmv Theiß
23798,Friseure,Klöcking Friseur Hubert
12251,Dienstleistungen,Ostsee-strand-service
39685,Restaurants,Hardie's Kneipe Gaststätte
11103,Dienstleistungen,Hans Geis City-waschraum-service Cbs
48665,Unternehmensberatungen,Carpus & Partner Gmbh Projekt Konzeption General Planung Projekt Management
32013,Hotels,Hotels - Hackbarth
54624,Vereine,Michael Büchler Konfliktschlichtung E. V. Täter-opfer-ausgleich U. Mediation
10201,Dienstleistungen,Bts Buss-trans Container Service Gmbh
33810,Maler,"Grimm Malerwerkstatt, Atelier"
42379,Sanitärinstallationen,Herwig Warnecke Gmbh Sanitärtechnik
62898,Werbeagenturen,Sqexdesign Medien U. Werbung Knittel
23357,Friseure,Heinz Henrich Friseur D Hoorschneider Inh. B. Essner
6072,Architekturbüros,Kurt Kluge Rogler Architekt
7331,Architekturbüros,Wilfried Baumgärtner Wich Architekturbüro
22593,Friseure,Frisör Dirr & Rau Gmbh
53214,Vereine,Cuma Veta E.v. Ponyreiten
57071,Vermittlungen,"Friedrich-Wilhelm Hofbauer Alarmanlagen, Absicherungen Aller Art, Video,notrufzentrale Remus Tag+nacht E.k. Alarmanlagentechnik"
56884,Vermittlungen,"Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Solaranlagenbau Bohlen"
20399,Elektrotechnik,Necmiz U. Schneider Elektrotechnik Gmbh
45838,Tiefbau,Indivo Bau- Und Handels Gmbh Post
60252,Versicherungsvermittler,Rupert Findeisen Allgemeiner Versicherungsdienst Avd
26785,Gebrauchtwagen,Autohaus Valerij Gmbh
29016,Handelsvermittler Und -vertreter,Aloisius Handelsgesellschaft
4585,Architekturbüros,Beitler Und Demal Architekten Resch
32348,Hotels,Hotels - Weisser Hirsch Gbr
28911,Gebrauchtwagen,Wilm Autohandel
10470,Dienstleistungen,Deutsche Mesutngton Service Gmbh
63093,Werbeagenturen,Vörde Werbestudio Gmbh & Co. Kg Guse
4091,Apotheken,Volker Buse Struwwelpeter-apotheke
27657,Gebrauchtwagen,Hailer Automobilhandel Heßler
16297,Elektriker,Eggemann Elektroinstallation Schöbel
53923,Vereine,Hexenhaus E.v. Otten
26151,Gebrauchtwagen,Autohaus Hamann
61114,Werbeagenturen,Adplus Gmbh Werbeagentur
51978,Unternehmensberatungen,Softbien It Service U. Consulting Gmbh Computerservice Brosch
38557,Restaurants,Dietmar Thiele Kachelofen
22374,Friseure,Friseurgeschäft Creation Friseur Gregor
59371,Versicherungsvermittler,Hunecke Versicherungen Thum
17227,Elektriker,Feucht Elektromeister
30471,Handelsvermittler Und -vertreter,Rupp Borislav Handelsgesellschaft Mbh
53615,Vereine,Freunde Der Kinderkrebshilfe Gieleroth - Verein Für Krebs- Und Schwerstkranke Kinder E.v
24265,Friseure,Müll Frisiersalon
17696,Elektriker,Johann Ross Elektro-technik Hebrock Gmbh
13340,Dienstleistungen,Weiland Sicherheitsfachkraft
44094,Tiefbau,Anders Gmbh Tiefbau
28057,Gebrauchtwagen,Knospe Autohaus
35840,Physiotherapie,Bahlau Massage- Und Krankengymnastikpraxis
55775,Vereine,Zentrum Für Mathematik E.v. Schuhmacher
25492,Gebrauchtwagen,Albertr Autohaus
41013,Restaurants,Thomas Mies Restaurant Restaurant
54382,Vereine,Lagerhalle E.v. Exilosnabrücker Zentrum Für Flüchtlinge
54457,Vereine,Lebenshilfe Mittweida E.v. Werkstatt Für Behinderte Groll
23105,Friseure,Hair Express Essanelle Hair Group Ag Post
36534,Physiotherapie,Hohendorf Krankengymnastik
684,Allgemeinärzte,Hauser Praxis Für Allgemeinmedizin Dr. Med.
27394,Gebrauchtwagen,Estorff Autohaus Gmbh & Co. Kg Autohaus
42216,Sanitärinstallationen,Harle Heizung- Und Sanitärinstallation Rott
33689,Maler,Fütterer Reinert Gmbh Malerbetrieb
24562,Friseure,Remmlinger Friseurgeschäft
35046,Maler,Ratzer Malergeschäft
1800,Allgemeinärzte,Thomas Buss Vosteen Ärzte Für Allgemeinmedizin
10220,Dienstleistungen,C. Wöllhaf Gastro Service Gmbh
1536,Allgemeinärzte,Rössel Ärzte Für Allgemeinmedizin Rosenthal
50799,Unternehmensberatungen,Manfred Führer Thalen Consult Gmbh
40659,Restaurants,Restaurant Little
1502,Allgemeinärzte,Robin Schaaf Kowollik Arztpraxis Für Allgemeinmedizin Dr. Med.
21987,Friseure,Family Hair Hofmeister
59352,Versicherungsvermittler,Huk-coburg Versicherungen Bausparen Vertrauensmann Ronny Schäder
60921,Versicherungsvermittler,Wittrock Versicherungen
57355,Vermittlungen,"Jürgen May Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Solaranlagenbau"
50264,Unternehmensberatungen,James Consultancy B. V. Inh. Bayramis Manneke
57441,Vermittlungen,"Konrad Schneider Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau"
49795,Unternehmensberatungen,Hans-Jürgen Brühl Waschke Wirtschaftsberatung Dr.
16732,Elektriker,Elektro Sat Gmbh Bauträger
19055,Elektriker,oliver Gerke Schmohl Elektromeister
35793,Physiotherapie,Ament Krankengymnastik
39089,Restaurants,"Gaststätten, Restaurants - Hananusstube"
28160,Gebrauchtwagen,Löhle Gmbh Automobilhandel Hügel
43965,Sanitärinstallationen,Zihm Sanitär Und Heizungen Kümmel
1230,Allgemeinärzte,Miroslaw Schalk Sturzbecher Fachärztin Für Allgemeinmedizin Arztpraxis Dipl.-med.
37500,Physiotherapie,Pyka Physiotherapeut
20124,Elektrotechnik,Kluvo Electronics Gmbh & Co. Kg Henschel
50161,Unternehmensberatungen,Insert Gmbh Unternehmensberatung Gäbler
21043,Elektrotechnik,Winzig Elektrotechnik Gmbh Buck
23152,Friseure,Hair Master Friseure Nedim Dahlke Friseure
32776,Hotels,Robert Schellenberg Hotel Schloss Lütgenhof
57281,Vermittlungen,"Horst Berberich Elektro A-z & Notdienst, Alarm-, Photovoltaik-/solarstrom-, Sat-, Sprechanlagen E.k. Solaranlagenbau"
17307,Elektriker,Ganschow Elektroinstallation
33371,Maler,Christian Brinkmann Fimpeler Malermeister
11069,Dienstleistungen,H&s Leiterplatten Service Gmbh Knüppel
25533,Gebrauchtwagen,Andreas Heßler Egi Autohaus
51035,Unternehmensberatungen,Mpi Unternehmensvermittlung Gmbh Böhnke
31642,Hotels,Hotel Don Lillo
44439,Tiefbau,Bauunternehmung Roelofs Gmbh
24122,Friseure,Matschassek Talip Friseurstube
11268,Dienstleistungen,Hertz + Hertz - Sicherung + Service Gbr Mann
41930,Sanitärinstallationen,Fessler Sanitärinstallation Schöning
50697,Unternehmensberatungen,List Unternehmensberatung Gmbh Frey
26177,Gebrauchtwagen,Autohaus Herleth
59783,Versicherungsvermittler,Manfred Hille Frömming Versicherung
23823,Friseure,Kontur Friseursalon
41757,Sanitärinstallationen,"Deppe, Hans-jürgen Inhaber Gordon Bickner Sanitär Heizung"
26795,Gebrauchtwagen,Autohaus Vetter Gmbh
35512,Maler,Tänzer Malermeister Hauke
52631,Unternehmensberatungen,Witreu Unternehmensberatung Gmbh
15201,Edv,Pasch Edv-service
59190,Versicherungsvermittler,Hermann Bürkle Stuttgarter Lebens- Versicherung A.g.
61844,Werbeagenturen,Günther Burkard Fruehling Advertising Gmbh Werbeagentur
52384,Unternehmensberatungen,Unternehmensberatung Inh. Seyitrose Bürkle Buchhaltungsservice
25953,Gebrauchtwagen,Autohaus Dengler Gmbh & Co. Kg
60408,Versicherungsvermittler,Seyer Versicherungsbüro
24466,Friseure,Preis-schelmbauer Friseursalon
17953,Elektriker,Leitsmann Elektro Gmbh
5108,Architekturbüros,Fieber Architekt Dipl.-ing. Merkl
39885,Restaurants,Hotels - Hotel Restaurant Sonnenlay Wolff
23160,Friseure,Hair Sisters Schranz Gbr Friseur
19781,Elektrotechnik,Günter Vogel Spalding Elektrotechnik Gmbh Co. Kg
41331,Restaurants,Ärwin`s Brauhaus Gmbh
61980,Werbeagenturen,Horst Träger Snow Promotion Gmbh
55063,Vereine,Sc Potsdam E.v. Klinger
33940,Maler,Heckenkamp Malerwerkstätten Gmbh
33770,Maler,Gillig Malermeister Götz
25756,Gebrauchtwagen,Autohandel U. Service Richtsteiger Mahir
31365,Hotels,Friedrich Stöckl Hotels - Hotel Hoheluft
18380,Elektriker,Raimund Leuschner Kopsch Elektroinstallation
56173,Vermittlungen,Aktiv Verbraucher-beratung Gmbh Telefonseelsorge Wohlfarth
62432,Werbeagenturen,Mohammed Hirschmann Agenc Werbeagentur Gmbh
5908,Architekturbüros,Kilian Pohlmann Plan K Architekturbüro
6203,Architekturbüros,Lämmchen Architekt Dipl.-ing.
39278,Restaurants,"Gaststätten, Restaurants - Ottongarten Restaurantgaststätte"
7917,Autowerkstätten,Biallas Kfz-mechanik
57747,Vermittlungen,"Strassenverkehrsamtauskunft An, Ab, Ummeldeformalitäten Anmeldeservice E.k."
62399,Werbeagenturen,Merck Kgaa Einkauf Werbung Griebel
41903,Sanitärinstallationen,Essig Flaschnerei + Sanitär Lang
46570,Tiefbau,Mk Bau Und Putz Gmbh
34557,Maler,Malerbetrieb Massat Malerbetrieb
52325,Unternehmensberatungen,Ubr Unternehmensberatung Gmbh
35466,Maler,Thomas Keppler Ruetz Malerbetrieb
47281,Tiefbau,Seidl Muhamet Baugeschäft Gmbh
14139,Edv,Dörnemann - Edv It-service Schönemann
17957,Elektriker,Lenhard Elektro Gmbh
21786,Friseure,Dinis-haarwerkstatt
52989,Vereine,Autigra E. V. Gröger
7731,Autowerkstätten,Autohaus Froebel Kfz-handel
58639,Versicherungsvermittler,Eigel Versicherungsvermittlung
27624,Gebrauchtwagen,Günter Mau Hpk-automobile E. K.
11796,Dienstleistungen,L-mobile Solutions Gmbh & Co.kg Dreier
61587,Werbeagenturen,Eckert-werbung Ohg
27593,Gebrauchtwagen,Gottschall Automobile
14448,Edv,Hans-Jürgen Lukas Allesclar It-solutions It-dienstleistungen Und Programmierung
10525,Dienstleistungen,Dietmar Gruß Unicredit Global Information Services S.p.a.z.
26648,Gebrauchtwagen,Autohaus Schuhmacher Gmbh
4814,Architekturbüros,Commes Architekturbüro
52036,Unternehmensberatungen,Stb Consulting Karlsruhe Gdbr Inh. Eckehardld Schick
50948,Unternehmensberatungen,Mfw Unternehmens- U. Betriebsberatung Gmbh Friese
19345,Elektrotechnik,Dieter Lederer Wfs Elektrotechnik Gmbh
12656,Dienstleistungen,Rümpelein Pc U. Taxameter-service Krauss
37142,Physiotherapie,Osbild Praxis Für Physiotherapie Lietz
9128,Autowerkstätten,Priller Kfz-reparaturen
52565,Unternehmensberatungen,Wibera Wirtschaftsberatung Ag
48636,Unternehmensberatungen,C / Con Communications & Consulting Gmbh
14005,Edv,Cosinos Edv
12985,Dienstleistungen,Stößer Service-center
10617,Dienstleistungen,Eastern-western Solution Internationale Geschäftsanbahnungen Eggers
35479,Maler,Thöne Malermeister Wittwer
57343,Vermittlungen,"Jörg Berg Alarmanlagen, Absicherungen Aller Art, Video,notrufzentrale Remus Tag+nacht E.k. Alarmanlagentechnik"
48718,Unternehmensberatungen,Charly Consulting
10581,Dienstleistungen,Drenk Küx Office-service Ohg Betz
3040,Apotheken,Dorf-apotheke Mende
3999,Apotheken,Stadt-apotheke Mager
11526,Dienstleistungen,Johann Anton Mbz - Service Gmbh Zeitarbeit
39554,Restaurants,Georg Türk Ginseng Restaurant
24382,Friseure,Paul Möhle Coupers Friseure
36951,Physiotherapie,Lörscher Krankengymnastik Praxisgemeinschaft
31372,Hotels,Garni Haus Nussbaum
58071,Versicherungsvermittler,Ams Assekuranz- Und Klaus-rüdigereting-service Gmbh
30229,Handelsvermittler Und -vertreter,Mw Handelsgesell. Für Fleisch -u. Wurstspezialitäten Mbh
48327,Unternehmensberatungen,Aviation Consulting Gmbh Ostendorf
38675,Restaurants,Fardi Restaurant Weitz
31407,Hotels,Goldener Longinr
10407,Dienstleistungen,Daniel Zenker Agentur Für Dienstleistung Dienstleistungsagentur
55998,Vermittlungen,Agentur Studenten-vermittlung24 Umzugshelfer-vermittlung Umzüge Mau
20952,Elektrotechnik,Vista Electronic Gmbh Höpfner
3320,Apotheken,Hermann Dick Apotheken - Apotheke Am Steubenplatz
6927,Architekturbüros,Sefirow Architekt Dr.-ing. Bieber
26091,Gebrauchtwagen,Autohaus Gerd-dieter Widmann Gmbh & Co. Kg
10879,Dienstleistungen,Fsp-fahrzeug-sicherheitsprüfung Leitung U. Service Kamps
24456,Friseure,Ponticos Hairdesign
36367,Physiotherapie,Günter Janz Cleff Krankengymnastik Und Physiotherapie
28375,Gebrauchtwagen,Osman Jahn Sonnenschein Autohaus Gmbh
46594,Tiefbau,Ms Maschinen- U. Vorrichtungs Bau Suchy Gmbh
45821,Tiefbau,Ideal Bau Concept Gmbh Bauträger
45128,Tiefbau,Fichtner Bau Bau Stocker
13584,Edv,Alpha Netzwerktechnik & Computersysteme Gmbh Tauber
57818,Vermittlungen,Ulrich Elsner Aktiv Auskunft Verbraucher-beratung Gmbh Verbraucherschutz
57212,Vermittlungen,"Heinz John Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Solarstromanlagenbau"
13966,Edv,Computersysteme Anselm Krieger
22389,Friseure,Friseursalon - Sue's Hair-styling Friseursalon Klos
62574,Werbeagenturen,Peter Schuchardt Cewebe Ag Werbeagentur
14113,Edv,Divas It-service Gmbh
39095,Restaurants,"Gaststätten, Restaurants - Haß Gaststätten"
7009,Architekturbüros,Staebe Architektin
19096,Elektrotechnik,Am-elektronik Kaminski
11294,Dienstleistungen,Hoffmann Medical Service Gmbh
31388,Hotels,Gerald Pawlowski Zum Klötzelmönch
54840,Vereine,Peter Happe Lebenshilfe E.v. Brötchengeber
20799,Elektrotechnik,Stiglbauer Elektrotechnik Schulze
1238,Allgemeinärzte,Molck Facharzt Für Allgemeinmedizin Hundt
20029,Elektrotechnik,Josef Kratzer Digisound-electronic Gmbh
11546,Dienstleistungen,Josef Laufer United Online Services Gmbh Kundenservice
4757,Architekturbüros,Burrer Architektin Dipl.-ing. Köhl
20112,Elektrotechnik,Klaus König Noz Elektrotechnik Gmbh
8975,Autowerkstätten,Movemanagement Gmbh Fahrservice
19402,Elektrotechnik,Ebw Elektrotechnik Gmbh
20438,Elektrotechnik,Olivier Gabriel Elektrotechnik
38626,Restaurants,El Tucano Gmbh & Co.kg Gastronomie
47956,Tiefbau,Wärmedämmputzsystem Baubetrieb Reuß
37056,Physiotherapie,Moudjende Physiotherapie Mende
23730,Friseure,Kasimiru Friseursalon
19639,Elektrotechnik,Flashlight Design Electronic Systems Gmbh
48997,Unternehmensberatungen,Dco Data Consult & Office
62913,Werbeagenturen,Stefan Rath Ccg Werbeagentur Gmbh
39016,Restaurants,"Gaststätten, Restaurants - Gasthof Drei Linden"
12315,Dienstleistungen,Persona Service Ag & Co. Kg
12430,Dienstleistungen,Protec 24 Facility Service Gmbh & Co. goslar Kg
2586,Apotheken,Apotheken - Mercator Inh. Cem König
12602,Dienstleistungen,Rodungs- Und Dienstleistungs Mbh Eckardt
40176,Restaurants,Landgasthof Rebstock
25844,Gebrauchtwagen,Autohaus Bayer Gmbh Ford-vertragshändler Gebrauchtwagen
13374,Dienstleistungen,Westhues Dienstleistungen Und Künstler
37036,Physiotherapie,Michael Klingler Lo`s Physikalische Therapie Krankengymnastik
56872,Vermittlungen,"Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau Zorn"
8817,Autowerkstätten,Lachner Inh. Stefan Lachner Vertragswerkstatt Kfz-meisterbetrieb
25634,Gebrauchtwagen,Auto Spilker Kfz-handel Witt
18489,Elektriker,Rupertr Elektroinstallationen
16903,Elektriker,Elektro-as Gmbh
5173,Architekturbüros,Fritz Rauch Honigmund Architekt Dipl.-ing.(fh)
38260,Restaurants,Bambi Cocktailbar Und Restaurant Cocktailbar
32960,Hotels,The Medusa Obeid Hateim Hotel Rasche
37727,Physiotherapie,Senftleben Physiotherapie
62356,Werbeagenturen,Marx Media Kg Werbeagentur
45186,Tiefbau,Friedrich Wunderlich Bauunternehmen Raguse & Söhne Gmbh
37659,Physiotherapie,Schieschke Krankengymnastik Rose
34677,Maler,Malermeister Wittmann Gmbh
23287,Friseure,Happy-hair-studio Lucas Gonera
24310,Friseure,Nikolaus Schad Haarvanna Friseur
8068,Autowerkstätten,Diekmann Kfz Handel Vermittlung Beteiligung
39727,Restaurants,Heinrich Ulbrich Bahnhofsgaststätte
1,Allgemeinärzte,Abdollahnia Fachartz F. Allgemeinmedizin Dr. Med. Bach
51519,Unternehmensberatungen,Rail Management Consultants Gmbh Gehring
22626,Friseure,Frisör X-press
56338,Vermittlungen,Amt Gartz (oder) Vermittlung Sekretariat Reinhart
14952,Edv,Maassen Edv Beratungs Gmbh
56132,Vermittlungen,Aktiv Verbraucher-beratung Gmbh Notarzt Appel
21107,Friseure,Abschnitt Friseursalon
5973,Architekturbüros,Kocsanyi Architekt Dipl.-ing.
11305,Dienstleistungen,Honauer Ries
12435,Dienstleistungen,Protze Kfz-dienstleistungen Hunger
27467,Gebrauchtwagen,Ford-händler Görrissen Gmbh
3618,Apotheken,Milos Aschenbrenner Nord-apotheke In Thon
47374,Tiefbau,Spohr Bauunternehmen Wuttke
35321,Maler,Siegfried Schurig Schartau Maler + Lackierbetrieb
62039,Werbeagenturen,Integralis-industriebuchbinderei U. Werbeagentur Gmbh
54750,Vereine,Nomiko E.v.
49163,Unternehmensberatungen,Duett Consulting Gmbh Kundenhotline Singleberatung Wittenberg
50303,Unternehmensberatungen,Johann Leonhardt Nova Unternehmensberatung Gmbh
23622,Friseure,Josef Binder Ehmer Friseur Cut & Colour
30637,Handelsvermittler Und -vertreter,Steinmetz Handelsvertreter
20848,Elektrotechnik,Taube Electronic Gmbh
22122,Friseure,Friseur Atelier Grande Friseuratelier Kappel
16178,Elektriker,Cummerow H. Ohg Elektroanlageninstallation
42259,Sanitärinstallationen,Heimann Heizung & Sanitär - Vertrieb & Service Gmbh
19898,Elektrotechnik,Heßler Elektrotechnik
26476,Gebrauchtwagen,Autohaus Nyga Plötz
6285,Architekturbüros,Medefindt Dollmann Und Partner Architekten Architekturbüro
44588,Tiefbau,"Borchert Gmbh & Co. Kg, H. W. Baugeschäft"
47369,Tiefbau,Spindler Gmbh Bauunternehmen
24939,Friseure,Stassi Coiffeur
